,Engine Capacity (liters),Cylinders,Drive Type,Fuel Tank Capacity (liters),Fuel Economy (L/100 Km),Fuel Type,Horsepower (bhp),Torque (Nm),Transmission,Top Speed (Km/h),Seating Capacity,Acceleration 0-100 Km/h (sec),Length (meters),Width (meters),Height (meters),Wheelbase (meters),Trunk Capacity (liters),name,price,currency
136,1.6,4,Front Wheel Drive,60,6.5,Petrol,163,240,Automatic,188,5 Seater,9.0,4.253,1.863,1.472,2.610,420,Peugeot 308 2021 1.6L GT Line,"103,835",SAR
137,1.6,4,Front Wheel Drive,53,6.0,Petrol,165,240,Automatic,205,5 Seater,9.0,4.447,1.841,1.615,2.675,520,Peugeot 3008 2021 1.6T Active,"108,433",SAR
138,2.0,4,All Wheel Drive,48,7.0,Petrol,148,192,Automatic,190,5 Seater,8.2,4.275,1.765,1.535,2.570,240,Mazda CX 3 2021 2.0L GTX (AWD),"94,490",SAR
139,1.6,4,Front Wheel Drive,50,6.5,Petrol,130,157,Automatic,190,5 Seater,12.0,4.350,1.780,1.450,2.700,482,Kia Cerato Hatchback 2021 1.6L Base,"77,424",SAR
140,2.0,4,All Wheel Drive,63,7.3,Petrol,150,196,CVT,194,5 Seater,10.4,4.465,1.800,1.615,2.665,1240,Subaru XV 2021 2.0L Standard,"96,800",SAR
141,2.7,4,Rear Wheel Drive,80,11.1,Petrol,164,245,Manual,165,6 Seater,11.5,5.335,1.815,1.815,3.090,900,Toyota Hilux 2021 2.7L GLX Double Cab M/T (4x2),"108,790",SAR
142,2.5,4,Front Wheel Drive,60,6.9,Petrol,205,249,Automatic,195,5 Seater,8.3,4.885,1.840,1.445,2.824,427,Toyota Camry 2021 2.5L GLE (204 HP),"109,296",SAR
143,2.5,4,Front Wheel Drive,60,6.9,Petrol,205,249,Automatic,195,5 Seater,8.3,4.885,1.840,1.445,2.824,427,Toyota Camry 2021 2.5L GLE Touring (204 HP) ,"106,223",SAR
144,1.5,4,Front Wheel Drive,45,5.8,Petrol,180,220,Automatic,210,5 Seater,8.4,4.575,1.755,1.435,2.670,478,Honda Civic 2021 1.5 RS,"118,850",SAR
145,3.5,6,All Wheel Drive,88,13.0,Petrol,189,306,Automatic,180,7 Seater,12.7,4.900,1.875,1.870,2.780,1081,Mitsubishi Pajero 2021 3.5L GLX 5 Door Base,"124,740",SAR
146,3.5,6,All Wheel Drive,88,13.0,Petrol,189,306,Automatic,180,7 Seater,12.7,4.900,1.875,1.870,2.780,1081,Mitsubishi Pajero 2021 3.5L GLS 5 Door,"133,485",SAR
147,2.5,4,Front Wheel Drive,60,6.9,Petrol,205,249,Automatic,195,5 Seater,8.3,4.885,1.840,1.445,2.824,427,Toyota Camry 2021 2.5L SE (204 HP),"112,256",SAR
148,1.5,4,Front Wheel Drive,55,8.2,Petrol,148,210,Automatic,170,5 Seater,12.5,4.335,1.814,1.695,2.560,500,Haval H2 2021 1.5T Intelligent ,"70,999",SAR
149,3.0,6,All Wheel Drive,60,10.3,Petrol,227,292,Automatic,205,7 Seater,8.7,4.695,1.810,1.680,2.670,291,Mitsubishi Outlander 2021 3.0L GLS (7-Seater) High,"110,550",SAR
150,3.0,6,All Wheel Drive,60,10.3,Petrol,227,292,Automatic,205,7 Seater,8.7,4.695,1.810,1.680,2.670,291,Mitsubishi Outlander 2021 3.0L GLS (7-Seater) High,"110,550",SAR
151,2.0,4,Front Wheel Drive,75,10.3,Petrol,221,345,Automatic,190,7 Seater,9.0,5.168,1.980,1.928,3.198,Null,Maxus G10 7-Seater 2021 7 Seat MPV (Luxury),"96,800",SAR
152,2.0,4,Front Wheel Drive,75,9.3,Petrol,221,345,Manual,190,7 Seater,9.0,5.168,1.980,1.928,3.198,Null,Maxus G10 7-Seater 2021 7 Seat MPV (Elite),"87,890",SAR
153,2.7,4,Rear Wheel Drive,80,11.1,Petrol,164,245,Manual,165,5 Seater,11.5,5.335,1.815,1.815,3.090,900,Toyota Hilux 2021 2.7L GLX 2 Double Cab M/T (4x2),"112,355",SAR
154,2.5,4,Front Wheel Drive,50,4.5,Hybrid,176,221,CVT,200,5 Seater,9.1,4.885,1.840,1.445,2.824,427,Toyota Camry 2021 2.5L LE HEV,"101,441",SAR
155,2.5,4,Front Wheel Drive,50,4.5,Hybrid,176,221,CVT,200,5 Seater,9.1,4.885,1.840,1.445,2.824,427,Toyota Camry 2021 2.5L GLE HEV,"115,103",SAR
156,2.5,4,Front Wheel Drive,50,4.5,Hybrid,212,221,CVT,200,5 Seater,9.1,4.885,1.840,1.445,2.824,427,Toyota Camry 2021 2.5L Lumiere Hybrid (212 HP) ,"144,817",SAR
157,2.5,4,Front Wheel Drive,50,4.5,Hybrid,176,221,CVT,200,5 Seater,9.1,4.885,1.840,1.445,2.824,427,Toyota Camry 2021 2.5L GLE Touring HEV ,"112,028",SAR
158,2.5,4,Rear Wheel Drive,80,12.1,Petrol,158,233,Manual,160,6 Seater,11.6,5.336,2.075,1.758,3.150,Null,Nissan Navara 2021 2.5L ASF 4x2  M/T,"98,082",SAR
159,2.5,4,All Wheel Drive,80,12.1,Diesel,168,244,Manual,155,5 Seater,11.6,5.336,2.075,1.758,3.150,Null,Nissan Navara 2021 2.5L CSF 4WD DIESEl 6MT W/BS,"100,305",SAR
160,2.5,4,All Wheel Drive,80,12.1,Petrol,158,233,Automatic,160,5 Seater,11.6,5.336,2.075,1.758,3.150,Null,Nissan Navara 2021 2.5L CPR 4x2 A/T W/BS,"104,287",SAR
161,2.7,4,All Wheel Drive,80,10.7,Petrol,164,245,Manual,165,6 Seater,11.9,5.335,1.815,1.815,3.090,900,Toyota Hilux 2021 2.7L GL 2 Double Cab M/T (4x4),"113,965",SAR
162,2.5,4,All Wheel Drive,60,6.5,Petrol,169,233,CVT,170,7 Seater,11.0,4.690,1.830,1.740,2.705,135,Nissan X-Trail 2021 SL AWD (7-Seater) W/Safety Shield ,"121,219",SAR
163,1.5,4,Front Wheel Drive,61.7,7.0,Petrol,165,250,Automatic,220,5 Seater,8.3,4.923,1.854,1.470,2.829,453,Chevrolet Malibu 2021 1.5L Turbo LS,"89,100",SAR
164,1.5,4,Front Wheel Drive,61.7,7.0,Petrol,165,250,Automatic,220,5 Seater,8.3,4.923,1.854,1.470,2.829,453,Chevrolet Malibu 2021 1.5L Turbo LS,"89,100",SAR
165,1.5,4,Front Wheel Drive,61.7,7.0,Petrol,165,250,Automatic,220,5 Seater,8.3,4.923,1.854,1.470,2.829,453,Chevrolet Malibu 2021 1.5L Turbo LT,"115,500",SAR
166,1.5,4,Front Wheel Drive,61.7,7.0,Petrol,165,250,Automatic,220,5 Seater,8.3,4.923,1.854,1.470,2.829,453,Chevrolet Malibu 2021 1.5L Turbo Premier ,"132,990",SAR
167,2.7,4,Rear Wheel Drive,80,12.0,Petrol,160,245,Automatic,180,7 Seater,11.8,4.795,1.855,1.835,2.750,348,Toyota Fortuner 2021 2.7L GX2 (4X2),"114,989",SAR
168,2.4,4,Front Wheel Drive,75,10.2,Petrol,140,210,Manual,160,9 Seater,11.5,5.168,1.980,1.928,3.210,Null,Maxus G10 9-Seater 2021 9 Seat MPV (Standard),"89,100",SAR
169,1.6,4,Front Wheel Drive,53,6.0,Petrol,165,240,Automatic,205,5 Seater,9.0,4.447,1.841,1.615,2.675,520,Peugeot 3008 2021 1.6T Allure,"125,758",SAR
170,1.5,4,Front Wheel Drive,56,5.4,Petrol,198,260,Automatic,195,5 Seater,7.5,4.890,1.860,1.450,2.830,473,Honda Accord 2021 1.5T LX Sport,"126,935",SAR
171,2.4,4,Front Wheel Drive,55,9.2,Petrol,172,225,Automatic,170,8 Seater,11.2,4.830,1.800,1.695,2.900,1087,Honda Odyssey J 2021 2.4 EX,"121,160",SAR
172,1.5,4,Front Wheel Drive,55,8.2,Petrol,148,210,Automatic,170,5 Seater,12.5,4.335,1.814,1.695,2.560,500,Haval H2 2021 1.5T Luxury,"63,410",SAR
173,1.6,4,Front Wheel Drive,50,6.5,Petrol,130,157,Automatic,190,5 Seater,12.0,4.350,1.780,1.450,2.700,482,Kia Cerato Hatchback 2021 1.6L Top,"90,734",SAR
174,2.4,4,All Wheel Drive,62,9.5,Petrol,181,237,Automatic,180,5 Seater,10.0,4.480,1.850,1.655,2.670,515,Hyundai Tucson 2021 2.4L GDI Full Option (AWD),"129,250",SAR
175,2.0,4,Front Wheel Drive,58,9.4,Petrol,197,350,Automatic,170,5 Seater,11.6,4.649,1.852,1.710,2.680,800,Haval H6 2021 Fashionable,"75,599",SAR
176,2.0,4,Front Wheel Drive,58,9.4,Petrol,197,350,Automatic,170,5 Seater,11.6,4.649,1.852,1.710,2.680,800,Haval H6 2021 Intelligent,"81,349",SAR
177,2.0,4,Front Wheel Drive,58,9.4,Petrol,197,350,Automatic,170,5 Seater,11.6,4.649,1.852,1.710,2.680,800,Haval H6 2021 Supreme,"88,249",SAR
178,2.0,4,Front Wheel Drive,58,9.4,Petrol,197,350,Automatic,170,5 Seater,11.6,4.649,1.852,1.710,2.680,800,Haval H6 2021 Supreme Panoramic,"93,999",SAR
179,2.0,4,Front Wheel Drive,58,9.4,Petrol,197,350,Automatic,170,5 Seater,11.6,4.649,1.852,1.710,2.680,800,Haval H6 2021 Supreme Panoramic,"93,999",SAR
180,2.4,4,Front Wheel Drive,70,8.3,Petrol,185,241,Automatic,205,5 Seater,9.5,4.855,1.860,1.465,2.805,450,Kia Optima 2021 2.4L GDI,"75,570",SAR
181,2.0,4,Front Wheel Drive,70,8.5,Petrol,240,350,Automatic,205,5 Seater,8.0,4.855,1.860,1.465,2.805,450,Kia Optima 2021 2.0L T-GDI GT,"120,450",SAR
182,3.6,6,Front Wheel Drive,70,8.3,Petrol,305,356,Automatic,220,5 Seater,6.8,5.113,1.854,1.496,2.837,532,Chevrolet Impala 2021 3.6L LS,"122,452",SAR
183,3.8,6,All Wheel Drive,69,13.0,Petrol,241,327,Automatic,180,5 Seater,12.7,4.385,1.875,1.850,2.560,500,Mitsubishi Pajero 2021 3.8L GLS 3 Door High,"127,710",SAR
184,3.5,6,Front Wheel Drive,60,7.0,Petrol,298,356,Automatic,235,5 Seater,6.3,4.885,1.840,1.445,2.824,427,Toyota Camry 2021 3.5L SE (298 HP),"123,186",SAR
185,2.5,4,Front Wheel Drive,61.3,6.3,Petrol,188,244,CVT,220,5 Seater,8.0,4.869,1.850,1.440,2.825,517,Nissan Altima 2021 2.5 S,"98,163",SAR
186,2.7,4,All Wheel Drive,80,12.4,Petrol,160,245,Automatic,180,7 Seater,12.0,4.795,1.855,1.835,2.750,348,Toyota Fortuner 2021 2.7L GX2 (4X4),"124,324",SAR
187,2.4,4,All Wheel Drive,80,7.9,Diesel,147,400,Automatic,175,7 Seater,13.2,4.795,1.855,1.835,2.750,348,Toyota Fortuner 2021 2.4L GX1 Diesel (4X4),"114,700",SAR
188,2.4,4,All Wheel Drive,80,7.9,Diesel,147,400,Automatic,175,7 Seater,13.2,4.795,1.855,1.835,2.750,348,Toyota Fortuner 2021 2.4L GX2 Diesel (4X4),"114,700",SAR
189,4.0,6,All Wheel Drive,90,13.0,Petrol,228,360,Manual,180,7 Seater,11.5,5.245,1.870,1.955,2.310,Null,Toyota Land Cruiser Pick Up 2021 4.0L Hard Top Standard (M/T),"129,676",SAR
190,2.2,4,Front Wheel Drive,90,7.5,Diesel,130,320,Manual,150,2 Seater,14.0,6.363,2.050,2.760,4.035,17000,Peugeot Boxer 2021 2.2L Diesel (L4H3),"114,900",SAR
191,1.5,N/A,Front Wheel Drive,52,6.1,Petrol,120,151,Automatic,170,5 Seater,12.3,3.998,1.765,1.645,2.521,346,Ford EcoSport 2021 1.5 Trend,"127,050",SAR
192,1.5,N/A,Front Wheel Drive,52,6.1,Petrol,120,151,Automatic,170,5 Seater,12.3,3.998,1.765,1.645,2.521,346,Ford EcoSport 2021 1.5 Trend,"127,050",SAR
193,2.0,N/A,Front Wheel Drive,61.7,7.0,Petrol,250,352,Automatic,250,5 Seater,7.0,4.923,1.854,1.470,2.829,453,Chevrolet Malibu 2021 2.0L Turbo LT,"127,050",SAR
194,1.6,4,Front Wheel Drive,50,6.7,Petrol,110,155,Automatic,190,5 Seater,12.0,4.670,1.814,1.461,2.686,568,Skoda Octavia 2021 Ambition 1.6,"85,470",SAR
195,1.6,4,Front Wheel Drive,50,6.7,Petrol,110,155,Automatic,190,5 Seater,12.0,4.670,1.814,1.461,2.686,568,Skoda Octavia 2021 Active 1.6,"70,455",SAR
196,2.0,4,Front Wheel Drive,72,10.2,Petrol,240,366,Automatic,200,5 Seater,7.6,5.153,2.177,1.541,2.868,569,Ford Taurus 2021 2.0L EcoBoost Ambient ,"127,050",SAR
197,2.0,4,Front Wheel Drive,72,10.2,Petrol,240,366,Automatic,200,5 Seater,7.6,5.153,2.177,1.541,2.868,569,Ford Taurus 2021 2.0L EcoBoost Trend ,"135,174",SAR
198,2.0,4,All Wheel Drive,50,7.2,Petrol,153,196,Automatic,208,5 Seater,9.8,4.625,1.775,1.455,2.670,460,Subaru Impreza 2021 2.0i Standard,"85,800",SAR
199,2.0,4,All Wheel Drive,50,7.2,Petrol,150,196,Automatic,208,5 Seater,9.8,4.625,1.775,1.455,2.670,460,Subaru Impreza 2021 2.0i-S (with Sunroof),"108,900",SAR
200,3.0,4,All Wheel Drive,76,10.0,Diesel,134,294,Automatic,170,5 Seater,15.0,5.295,1.860,1.785,3.095,1100,Isuzu D-MAX 2021 3.0L Double Cab 2WD,"77,000",SAR
201,4.0,6,All Wheel Drive,180,13.0,Petrol,228,360,Manual,180,3 Seater,11.5,5.230,1.870,1.955,3.180,Null,Toyota Land Cruiser Pick Up 2021 4.0L Single Cab Standard (M/T),"130,244",SAR
202,2.7,4,All Wheel Drive,80,10.7,Petrol,164,245,Manual,165,5 Seater,11.9,5.335,1.815,1.815,3.090,900,Toyota Hilux 2021 2.7L S GLX Double Cab M/T (4x4),"130,295",SAR
203,1.6,4,Front Wheel Drive,53,6.1,Petrol,165,240,Automatic,206,7 Seater,9.2,4.641,1.844,1.646,2.840,952,Peugeot 5008 2021 1.6T Allure,"125,375",SAR
204,4.0,6,All Wheel Drive,90,13.0,Petrol,228,360,Manual,180,5 Seater,11.5,5.245,1.870,1.955,2.310,Null,Toyota Land Cruiser Pick Up 2021 4.0L Hard Top DLX (M/T),"131,953",SAR
205,4.0,6,All Wheel Drive,90,13.0,Petrol,228,360,Manual,180,5 Seater,11.5,5.245,1.870,1.955,2.310,Null,Toyota Land Cruiser Pick Up 2021 4.0L Hard Top DLX (M/T),"131,953",SAR
206,2.4,4,All Wheel Drive,80,6.8,Diesel,147,400,Manual,175,5 Seater,13.2,5.335,1.815,1.815,3.090,900,Toyota Hilux 2021 2.4L S GLX Double Cab DSL M/T (4x4),"142,025",SAR
207,2.4,4,All Wheel Drive,66,9.6,Petrol,167,227,Automatic,175,5 Seater,12.0,4.500,1.810,1.695,2.640,398,Suzuki Grand Vitara 2021 2.4L DLX (5 Door) ,"99,935",SAR
208,3.6,6,All Wheel Drive,60,9.9,Petrol,257,350,CVT,240,5 Seater,7.2,4.795,1.839,1.500,2.750,506,Subaru Legacy 2021 3.6L  R-S,"126,500",SAR
209,2.5,4,All Wheel Drive,60,8.5,Petrol,168,235,Automatic,196,5 Seater,9.9,4.595,1.796,1.686,2.640,974,Subaru Forester 2021 2.5i Premium,"115,500",SAR
210,1.5,4,All Wheel Drive,56,7.3,Petrol,170,275,Automatic,190,5 Seater,9.3,4.650,1.844,1.661,2.725,846,Chevrolet Equinox 2021 1.5T LT (AWD),"130,790",SAR
211,2.0,4,All Wheel Drive,63,7.3,Petrol,150,196,CVT,194,5 Seater,10.4,4.465,1.800,1.615,2.665,1240,Subaru XV 2021 2.0L-S EyeSight ,"117,695",SAR
212,2.5,4,Front Wheel Drive,80,7.7,Diesel,136,330,Manual,160,15 Seater,15.0,5.700,1.998,2.345,3.100,Null,Maxus V80 15-Seater 2021 2.5L Passenger Van (M/T),"107,800",SAR
213,4.0,6,All Wheel Drive,90,13.0,Petrol,228,360,Manual,180,6 Seater,11.5,5.245,1.870,1.955,2.310,Null,Toyota Land Cruiser Pick Up 2021 4.0L Hard Top DLX 5-door (M/T),"137,303",SAR
214,2.4,4,All Wheel Drive,51,9.5,Petrol,180,237,Automatic,180,5 Seater,9.9,4.394,1.874,1.645,2.636,770,Jeep Compass 2021 2.4L Longitude (4x4),"103,950",SAR
215,2.7,4,All Wheel Drive,80,10.9,Petrol,164,245,Automatic,170,5 Seater,12.9,5.335,1.815,1.815,3.090,900,Toyota Hilux 2021 2.7L S GLX Double Cab (4x4),"135,700",SAR
216,2.8,4,All Wheel Drive,80,7.7,Diesel,174,450,Manual,180,5 Seater,11.1,5.335,1.815,1.815,3.090,900,Toyota Hilux 2021 2.8L GLX Single Cab M/T (4x4),"113,390",SAR
217,2.8,4,All Wheel Drive,80,7.7,Diesel,174,450,Manual,180,5 Seater,11.1,5.335,1.815,1.815,3.090,900,Toyota Hilux 2021 2.8L S GLX Double Cab DSL M/T (4x4),"146,280",SAR
218,2.5,4,Rear Wheel Drive,65,12.5,Petrol,147,213,Automatic,170,3 Seater,15.0,4.695,1.695,1.990,2.555,6000,Nissan Urvan 2021 3-Seater Automatic (5-Door), TBD ,Null
219,2.5,4,Rear Wheel Drive,65,12.5,Petrol,147,213,Automatic,170,3 Seater,15.0,4.695,1.695,1.990,2.555,6000,Nissan Urvan 2021 3-Seater Automatic (4-Door), TBD ,Null
220,2.5,4,Rear Wheel Drive,65,12.5,Petrol,147,213,Automatic,170,6 Seater,15.0,4.695,1.695,1.990,2.555,6000,Nissan Urvan 2021 6-Seater Automatic (5-Door), TBD ,Null
221,2.4,N/A,All Wheel Drive,57,6.8,Petrol,184,244,CVT,200,5 Seater,9.8,4.586,1.855,1.678,2.660,Null,Honda CR-V 2021 EX Plus (AWD),"135,597",SAR
222,1.5,4,Front Wheel Drive,56,5.4,Petrol,198,260,Automatic,195,5 Seater,7.5,4.890,1.860,1.450,2.830,473,Honda Accord 2021 1.5T EX,"138,485",SAR
223,1.5,4,Front Wheel Drive,56,5.4,Petrol,198,260,Automatic,195,5 Seater,7.5,4.890,1.860,1.450,2.830,473,Honda Accord 2021 1.5T EXL,"145,409",SAR
224,2.4,4,All Wheel Drive,80,7.8,Diesel,147,400,Automatic,170,5 Seater,12.8,5.335,1.815,1.815,3.090,900,Toyota Hilux 2021 2.4L S GLX Double Cab (4x4),"147,315",SAR
225,3.5,6,Front Wheel Drive,60,7.0,Petrol,298,356,Automatic,235,5 Seater,6.3,4.885,1.840,1.445,2.824,427,Toyota Camry 2021 3.5L Grande (298 HP),"135,254",SAR
226,2.5,4,Front Wheel Drive,50,4.5,Hybrid,212,221,CVT,200,5 Seater,9.1,4.885,1.840,1.445,2.824,427,Toyota Camry 2021 2.5L Grande Hybrid (212 HP),"136,392",SAR
227,2.5,4,Rear Wheel Drive,65,12.0,Petrol,147,213,Manual,170,3 Seater,16.0,4.695,1.695,1.990,2.555,6000,Nissan Urvan 2021 3-Seater Manual (5-Door), TBD ,Null
228,2.5,4,Rear Wheel Drive,65,12.0,Petrol,147,213,Manual,170,3 Seater,16.0,4.695,1.695,1.990,2.555,6000,Nissan Urvan 2021 3-Seater Manual (4-Door), TBD ,Null
229,2.5,4,Rear Wheel Drive,65,12.0,Petrol,147,213,Manual,170,6 Seater,16.0,4.695,1.695,1.990,2.555,6000,Nissan Urvan 2021 6-Seater Manual (5-Door), TBD ,Null
230,3.0,6,All Wheel Drive,70,13.6,Petrol,215,285,Automatic,182,7 Seater,9.7,4.785,1.815,1.800,2.800,131,Mitsubishi Montero Sport 2021 3.0L GLS (4WD) top,"136,400",SAR
231,3.0,6,All Wheel Drive,70,13.6,Petrol,215,285,Automatic,182,7 Seater,9.7,4.785,1.815,1.800,2.800,131,Mitsubishi Montero Sport 2021 3.0L GLS (4WD) premium ,"143,000",SAR
232,3.0,6,All Wheel Drive,70,13.6,Petrol,215,285,Automatic,182,7 Seater,9.7,4.785,1.815,1.800,2.800,131,Mitsubishi Montero Sport 2021 3.0L GLS (4WD) premium ,"143,000",SAR
233,2.0,N/A,Front Wheel Drive,60,4.8,Petrol,105,175,Automatic,192,5 Seater,10.2,4.213,1.786,1.493,2.578,275,Volkswagen Golf 2021 1.2L S,"136,950",SAR
234,4.0,6,All Wheel Drive,90,13.0,Petrol,228,360,Manual,180,3 Seater,11.5,5.245,1.870,1.955,2.310,Null,Toyota Land Cruiser Pick Up 2021 4.0L DLX (M/T),"139,580",SAR
235,3.6,6,Front Wheel Drive,73,8.4,Petrol,310,361,Automatic,208,8 Seater,8.0,5.189,1.996,1.795,3.071,651,Chevrolet Traverse 2021 3.6L LS (FWD),"118,619",SAR
236,3.3,6,Front Wheel Drive,70,9.4,Petrol,284,336,Automatic,235,5 Seater,7.2,4.970,1.870,1.470,2.855,451,Kia Cadenza 2021 3.3L GDi Mid,"137,610",SAR
237,3.3,6,Front Wheel Drive,70,9.4,Petrol,284,336,Automatic,235,5 Seater,7.2,4.970,1.870,1.470,2.855,451,Kia Cadenza 2021 3.3L GDi Top,"137,610",SAR
238,1.6,4,Front Wheel Drive,53,6.0,Petrol,165,240,Automatic,205,5 Seater,9.0,4.447,1.841,1.615,2.675,520,Peugeot 3008 2021 1.6T GT Line,"144,238",SAR
239,3.6,6,All Wheel Drive,70,11.0,Petrol,285,353,Automatic,180,4 Seater,7.0,4.237,1.875,1.869,2.459,898,Jeep Wrangler 2021 3.6L V6 Sport (2-Door),"159,390",SAR
240,2.8,4,All Wheel Drive,80,8.0,Diesel,174,450,Automatic,175,5 Seater,10.8,5.335,1.815,1.815,3.090,900,Toyota Hilux 2021 2.8L GLX Single Cab (4x4),"118,335",SAR
241,2.8,4,All Wheel Drive,80,8.0,Diesel,174,450,Automatic,175,5 Seater,10.8,5.335,1.815,1.815,3.090,900,Toyota Hilux 2021 2.8L S GLX Double Cab DLS (4x4),"152,835",SAR
242,4.0,6,All Wheel Drive,80,13.0,Petrol,235,375,Automatic,182,5 Seater,8.2,5.330,1.855,1.815,3.085,Null,Toyota Hilux 2021 4.0L DC TRD (4x4),"146,280",SAR
243,2.4,4,Front Wheel Drive,70,9.5,Petrol,170,225,Automatic,189,7 Seater,10.2,4.780,1.890,1.690,2.780,1050,Kia Sorento 2021 2.4L Top (FWD),"99,500",SAR
244,4.0,6,All Wheel Drive,180,13.0,Petrol,228,360,Manual,180,6 Seater,11.5,5.235,1.770,1.970,3.180,Null,Toyota Land Cruiser Pick Up 2021 4.0L Double Cab Standard (M/T),"145,500",SAR
245,2.5,4,Front Wheel Drive,61.3,6.3,Petrol,188,244,CVT,220,5 Seater,8.0,4.869,1.850,1.440,2.825,517,Nissan Altima 2021 2.5 SV,"107,300",SAR
246,4.0,6,All Wheel Drive,90,13.0,Petrol,228,360,Manual,180,3 Seater,11.5,5.245,1.870,1.955,2.310,Null,Toyota Land Cruiser Pick Up 2021 4.0L DLX (M/T) w/ Winch,"145,500",SAR
247,1.4,4,Front Wheel Drive,60,7.5,Petrol,170,250,Automatic,220,5 Seater,8.2,4.351,1.798,1.465,2.634,350,Alfa Romeo Giulietta 2021 Super,"110,000",SAR
248,1.4,4,Front Wheel Drive,60,7.5,Petrol,170,250,Automatic,220,5 Seater,8.2,4.351,1.798,1.465,2.634,350,Alfa Romeo Giulietta 2021 Super,"110,000",SAR
249,1.8,4,Front Wheel Drive,60,7.5,Petrol,241,340,Automatic,244,5 Seater,6.0,4.351,1.798,1.465,2.634,350,Alfa Romeo Giulietta 2021 Veloce ,"143,000",SAR
250,4.0,6,All Wheel Drive,90,13.0,Petrol,228,360,Manual,180,5 Seater,11.5,5.245,1.870,1.955,2.310,Null,Toyota Land Cruiser Pick Up 2021 4.0L Super Deluxe Hard Top (M/T) w/ Winch,"162,350",SAR
251,2.0,4,All Wheel Drive,59,7.4,Petrol,252,352,Automatic,200,5 Seater,7.5,4.650,1.844,1.661,2.725,846,Chevrolet Equinox 2021 2.0T Premier (AWD),"143,000",SAR
252,1.5,4,Front Wheel Drive,52,6.1,Petrol,120,151,Automatic,170,5 Seater,12.3,4.096,1.765,1.653,2.519,346,Ford EcoSport 2021 1.5 Titanium,"143,550",SAR
253,1.8,4,Front Wheel Drive,58,8.8,Petrol,177,245,Automatic,180,5 Seater,10.0,4.650,1.850,1.705,2.700,590,Changan CS75 2021 1.8T GDI Full Option  (2WD),"86,906",SAR
254,1.8,4,All Wheel Drive,58,8.8,Petrol,177,245,Automatic,180,5 Seater,10.0,4.650,1.850,1.705,2.700,590,Changan CS75 2021 1.8T GDI Full Option (AWD),"98,291",SAR
255,1.2,4,Front Wheel Drive,50,4.9,Petrol,109,175,Automatic,195,5 Seater,9.9,4.255,1.790,1.452,2.637,380,Volkswagen Golf 2021 1.2 TSI SEL,"143,550",SAR
256,2.5,4,Front Wheel Drive,80,7.7,Diesel,136,330,Manual,160,3 Seater,14.5,5.700,1.998,2.345,3.100,Null,Maxus V80 Cargo Van 2021 2.5L Cargo (M/T),"99,000",SAR
257,2.5,4,All Wheel Drive,58,7.0,Petrol,188,251,Automatic,200,5 Seater,7.5,4.550,1.840,1.675,2.700,506,Mazda CX-5 2021 2.5L Full Option (AWD),"144,650",SAR
258,2.5,4,Rear Wheel Drive,65,12.0,Petrol,147,213,Manual,170,6 Seater,16.0,4.695,1.695,1.990,2.555,6000,Nissan Urvan 2021 6-Seater Manual , TBD ,Null
259,3.6,6,Front Wheel Drive,70,8.3,Petrol,305,356,Automatic,220,5 Seater,6.8,5.113,1.854,1.496,2.837,532,Chevrolet Impala 2021 3.6L LT,"146,190",SAR
260,2.5,4,Front Wheel Drive,58,6.8,Petrol,188,251,Automatic,210,5 Seater,7.6,4.550,1.840,1.670,2.700,965,Mazda CX-5 2021 2.5L GS (FWD),"108,570",SAR
261,3.5,6,Front Wheel Drive,70,9.7,Petrol,286,338,Automatic,230,5 Seater,7.4,4.990,1.875,1.470,2.885,515,Hyundai Azera 2021 3.5L V6 Base,"116,600",SAR
262,3.5,6,Front Wheel Drive,70,9.6,Petrol,286,338,Automatic,230,5 Seater,7.4,4.990,1.875,1.470,2.885,515,Hyundai Azera 2021 3.5L V6 Mid,"130,900",SAR
263,3.5,6,Front Wheel Drive,70,9.6,Petrol,286,338,Automatic,230,5 Seater,7.4,4.990,1.875,1.470,2.885,515,Hyundai Azera 2021 3.5L V6 Mid,"130,900",SAR
264,3.5,6,Front Wheel Drive,70,9.6,Petrol,286,338,Automatic,230,5 Seater,7.4,4.990,1.875,1.470,2.885,515,Hyundai Azera 2021 3.5L V6 High,"158,400",SAR
265,3.0,6,Front Wheel Drive,70,10.7,Petrol,250,285,Automatic,230,5 Seater,7.4,4.930,1.865,1.480,2.845,515,Hyundai Azera 2021 3.0L V6 ,"113,080",SAR
266,3.0,4,All Wheel Drive,87,8.5,Diesel,161,400,Automatic,175,7 Seater,11.7,4.760,1.885 ,1.845,2.790 ,742,Toyota Land Cruiser Prado 2021 3.0L TX (Diesel),"168,953",SAR
267,2.4,4,All Wheel Drive,70,9.6,Petrol,170,225,Automatic,189,7 Seater,10.0,4.780,1.890,1.690,2.780,1050,Kia Sorento 2021 2.4L Top (AWD),"109,500",SAR
268,2.4,4,All Wheel Drive,70,9.6,Petrol,170,225,Automatic,189,7 Seater,10.0,4.780,1.890,1.690,2.780,1050,Kia Sorento 2021 2.4L Base (AWD),"97,500",SAR
269,2.4,N/A,All Wheel Drive,57,6.8,Petrol,184,244,CVT,200,5 Seater,9.8,4.586,1.855,1.678,2.660,Null,Honda CR-V 2021 Touring (AWD),"151,767",SAR
